user_id,property_id,rating,interaction_type
user_32,property_50,2,favorite
user_66,property_42,3,favorite
user_27,property_40,4,view
user_28,property_33,2,favorite
user_13,property_19,3,view
user_90,property_18,5,view
user_9,property_50,4,view
user_96,property_43,4,contact
user_66,property_49,2,view
user_90,property_42,5,view
user_88,property_45,5,view
user_83,property_19,4,contact
user_13,property_27,3,view
user_48,property_29,3,view
user_56,property_27,1,favorite
user_99,property_43,2,view
user_73,property_3,5,view
user_82,property_1,2,view
user_90,property_18,4,contact
user_96,property_19,5,view
user_47,property_38,5,contact
user_87,property_23,5,favorite
user_81,property_2,3,contact
user_22,property_47,1,favorite
user_1,property_24,2,favorite
user_71,property_48,1,view
user_71,property_45,5,favorite
user_15,property_8,3,view
user_40,property_9,4,favorite
user_60,property_25,3,contact
user_11,property_45,5,favorite
user_32,property_29,4,view
user_83,property_44,1,contact
user_35,property_43,1,favorite
user_94,property_39,3,contact
user_76,property_2,3,view
user_59,property_16,5,favorite
user_80,property_15,4,contact
user_31,property_14,5,view
user_54,property_44,4,contact
user_91,property_40,5,contact
user_80,property_5,2,view
user_38,property_9,2,view
user_47,property_35,4,view
user_17,property_44,5,contact
user_6,property_47,3,contact
user_75,property_30,3,view
user_75,property_23,3,view
user_66,property_38,2,view
user_59,property_31,2,favorite
user_7,property_49,2,contact
user_60,property_49,2,contact
user_18,property_36,1,favorite
user_35,property_49,2,contact
user_84,property_7,5,contact
user_31,property_44,4,favorite
user_23,property_2,2,contact
user_6,property_21,1,favorite
user_97,property_31,3,view
user_88,property_11,5,view
user_30,property_24,1,contact
user_28,property_17,3,contact
user_89,property_16,4,favorite
user_90,property_38,5,contact
user_97,property_43,4,favorite
user_49,property_31,3,favorite
user_53,property_22,1,view
user_33,property_32,4,contact
user_42,property_27,1,contact
user_97,property_37,5,favorite
user_90,property_20,2,contact
user_57,property_2,3,contact
user_67,property_43,2,favorite
user_53,property_33,2,favorite
user_27,property_44,3,view
user_60,property_29,5,favorite
user_57,property_27,4,favorite
user_43,property_36,5,favorite
user_79,property_2,2,view
user_18,property_17,5,contact
user_2,property_28,3,contact
user_50,property_32,1,view
user_91,property_27,5,view
user_26,property_39,3,favorite
user_73,property_46,2,view
user_28,property_35,2,contact
user_77,property_10,1,favorite
user_10,property_27,1,contact
user_61,property_31,1,favorite
user_19,property_50,1,contact
user_34,property_7,1,favorite
user_77,property_4,4,view
user_79,property_18,4,view
user_85,property_44,1,view
user_73,property_42,2,favorite
user_46,property_30,1,favorite
user_14,property_9,5,favorite
user_64,property_18,1,contact
user_26,property_23,3,contact
user_73,property_26,5,favorite
user_22,property_29,3,contact
user_38,property_49,3,favorite
user_81,property_21,1,contact
user_88,property_30,4,view
user_75,property_9,4,favorite
user_94,property_44,4,contact
user_39,property_34,3,favorite
user_45,property_34,3,contact
user_68,property_11,4,contact
user_39,property_27,3,view
user_48,property_40,5,contact
user_63,property_17,1,favorite
user_30,property_31,1,contact
user_1,property_37,1,contact
user_37,property_19,1,contact
user_26,property_1,2,view
user_17,property_37,1,view
user_36,property_38,5,favorite
user_74,property_37,2,favorite
user_43,property_36,2,contact
user_66,property_46,2,contact
user_13,property_6,3,view
user_22,property_41,2,favorite
user_53,property_26,5,favorite
user_44,property_41,1,contact
user_7,property_46,3,contact
user_18,property_16,2,favorite
user_27,property_26,5,contact
user_29,property_15,2,favorite
user_44,property_29,2,view
user_57,property_42,2,contact
user_13,property_20,4,view
user_37,property_23,2,favorite
user_48,property_43,3,view
user_5,property_20,1,view
user_69,property_7,1,view
user_45,property_48,2,favorite
user_33,property_49,3,contact
user_27,property_40,3,view
user_91,property_11,1,contact
user_21,property_27,4,view
user_59,property_48,3,view
user_94,property_27,2,favorite
user_34,property_40,1,view
user_87,property_35,1,contact
user_69,property_26,2,contact
user_46,property_21,5,contact
user_59,property_25,4,contact
user_93,property_18,1,view
user_100,property_27,4,contact
user_23,property_1,2,favorite
user_76,property_35,4,favorite
user_22,property_36,2,view
user_17,property_4,5,view
user_44,property_14,1,favorite
user_97,property_41,5,view
user_28,property_4,1,favorite
user_98,property_4,2,view
user_65,property_38,1,favorite
user_9,property_10,4,view
user_48,property_18,1,view
user_94,property_10,2,favorite
user_9,property_34,1,favorite
user_32,property_17,1,view
user_65,property_49,2,view
user_92,property_2,4,favorite
user_84,property_16,2,favorite
user_81,property_40,3,view
user_90,property_11,2,contact
user_81,property_1,5,favorite
user_35,property_22,4,view
user_17,property_45,5,favorite
user_79,property_45,4,view
user_89,property_26,4,view
user_50,property_23,1,contact
user_71,property_10,5,favorite
user_91,property_12,2,view
user_95,property_18,3,favorite
user_27,property_21,2,contact
user_100,property_27,3,contact
user_19,property_25,5,favorite
user_6,property_49,5,view
user_62,property_23,1,view
user_65,property_39,2,favorite
user_53,property_3,4,favorite
user_63,property_41,1,view
user_43,property_12,4,favorite
user_29,property_20,2,favorite
user_4,property_40,2,view
user_12,property_32,1,view
user_4,property_46,3,favorite
user_70,property_16,2,contact
user_47,property_38,1,favorite
user_15,property_16,4,favorite
user_71,property_15,5,contact
user_5,property_16,2,favorite
user_82,property_10,2,favorite
user_18,property_39,1,view
user_62,property_22,5,favorite
user_99,property_20,3,view
user_17,property_20,2,contact
user_19,property_36,3,favorite
user_96,property_36,5,favorite
user_95,property_16,3,favorite
user_60,property_50,1,contact
user_29,property_10,1,view
user_65,property_30,2,favorite
user_95,property_35,2,favorite
user_68,property_35,2,favorite
user_7,property_32,4,favorite
user_53,property_22,5,contact
user_43,property_46,5,view
user_13,property_19,5,view
user_90,property_36,3,view
user_15,property_25,2,favorite
user_86,property_36,1,view
user_75,property_44,2,favorite
user_51,property_29,5,contact
user_34,property_45,2,view
user_39,property_29,3,contact
user_45,property_39,4,favorite
user_52,property_25,4,favorite
user_6,property_23,5,contact
user_31,property_48,5,view
user_6,property_26,1,contact
user_30,property_30,5,view
user_100,property_6,4,contact
user_4,property_14,4,view
user_5,property_6,2,view
user_14,property_6,3,contact
user_83,property_43,4,view
user_94,property_19,3,favorite
user_81,property_49,5,view
user_33,property_34,5,favorite
user_8,property_37,5,favorite
user_76,property_9,5,view
user_13,property_28,5,view
user_62,property_3,1,view
user_31,property_5,5,view
user_79,property_47,4,favorite
user_46,property_38,3,favorite
user_84,property_43,2,view
user_42,property_4,5,favorite
user_38,property_41,5,favorite
user_28,property_49,1,view
user_40,property_38,2,view
user_33,property_33,4,view
user_28,property_32,2,view
user_78,property_47,2,contact
user_83,property_23,3,view
user_10,property_10,4,contact
user_21,property_7,1,contact
user_100,property_28,1,contact
user_97,property_12,4,view
user_81,property_31,3,contact
user_59,property_15,4,favorite
user_97,property_28,1,favorite
user_72,property_13,2,favorite
user_42,property_3,4,favorite
user_65,property_39,5,contact
user_58,property_11,1,favorite
user_92,property_33,3,view
user_9,property_35,1,favorite
user_74,property_8,1,contact
user_32,property_18,5,view
user_13,property_21,3,contact
user_95,property_9,3,favorite
user_5,property_46,4,view
user_24,property_19,5,view
user_8,property_4,1,favorite
user_80,property_1,3,contact
user_13,property_5,5,favorite
user_87,property_9,2,view
user_76,property_38,2,view
user_44,property_18,5,view
user_39,property_25,1,contact
user_14,property_19,5,view
user_16,property_33,3,contact
user_63,property_14,3,contact
user_1,property_12,3,view
user_42,property_8,2,contact
user_46,property_41,5,contact
user_45,property_50,2,view
user_28,property_24,1,favorite
user_6,property_19,2,view
user_89,property_45,4,contact
user_21,property_49,1,contact
user_37,property_37,1,contact
user_6,property_31,3,contact
user_41,property_26,2,contact
user_97,property_38,5,favorite
user_34,property_33,4,contact
user_47,property_42,2,view
user_34,property_45,3,view
user_22,property_35,5,favorite
user_71,property_15,4,contact
user_8,property_42,4,contact
user_10,property_40,4,view
user_93,property_23,2,view
user_47,property_38,5,favorite
user_79,property_25,4,view
user_39,property_36,3,favorite
user_3,property_3,5,view
user_95,property_48,3,favorite
user_78,property_44,2,contact
user_6,property_32,1,favorite
user_71,property_44,3,contact
user_55,property_7,5,contact
user_98,property_40,1,contact
user_55,property_3,3,view
user_18,property_41,1,favorite
user_73,property_43,4,favorite
user_45,property_10,2,contact
user_1,property_16,1,favorite
user_61,property_18,2,favorite
user_82,property_12,4,view
user_86,property_13,1,favorite
user_64,property_44,2,favorite
user_12,property_15,2,view
user_48,property_3,1,contact
user_77,property_26,2,contact
user_79,property_19,2,view
user_41,property_28,1,contact
user_7,property_16,1,favorite
user_53,property_28,3,view
user_35,property_3,1,favorite
user_46,property_24,3,contact
user_15,property_28,5,contact
user_29,property_32,4,contact
user_23,property_49,4,view
user_88,property_29,1,favorite
user_31,property_4,5,view
user_47,property_44,1,view
user_61,property_4,1,favorite
user_33,property_26,1,favorite
user_26,property_40,5,favorite
user_46,property_16,1,view
user_93,property_37,5,favorite
user_54,property_16,2,view
user_72,property_24,3,favorite
user_43,property_50,1,contact
user_83,property_29,5,favorite
user_60,property_21,4,contact
user_6,property_34,4,contact
user_25,property_33,2,favorite
user_89,property_38,2,view
user_73,property_31,3,view
user_74,property_22,3,contact
user_7,property_10,4,favorite
user_19,property_46,1,view
user_35,property_32,3,favorite
user_1,property_19,3,view
user_69,property_42,3,view
user_23,property_2,2,contact
user_55,property_3,4,view
user_93,property_43,2,view
user_5,property_49,3,contact
user_8,property_29,3,contact
user_65,property_25,5,contact
user_11,property_47,1,view
user_60,property_11,5,view
user_89,property_49,3,contact
user_12,property_48,5,view
user_20,property_33,4,favorite
user_75,property_37,1,favorite
user_93,property_32,4,contact
user_68,property_47,4,favorite
user_72,property_18,2,favorite
user_51,property_40,5,contact
user_23,property_11,5,favorite
user_82,property_42,5,view
user_70,property_40,1,favorite
user_46,property_43,3,contact
user_20,property_39,5,favorite
user_66,property_26,2,contact
user_93,property_6,2,contact
user_8,property_14,2,favorite
user_39,property_17,1,favorite
user_55,property_9,3,view
user_85,property_23,2,favorite
user_6,property_16,2,contact
user_99,property_26,4,favorite
user_25,property_32,2,favorite
user_46,property_8,3,favorite
user_98,property_3,4,view
user_12,property_15,2,contact
user_26,property_40,3,view
user_33,property_34,3,view
user_37,property_48,4,view
user_27,property_46,3,contact
user_78,property_5,2,view
user_53,property_30,5,contact
user_50,property_20,5,favorite
user_35,property_36,2,contact
user_18,property_39,5,view
user_32,property_28,5,view
user_47,property_34,3,contact
user_33,property_27,3,view
user_13,property_7,1,view
user_26,property_7,4,favorite
user_60,property_45,3,favorite
user_12,property_31,5,view
user_89,property_49,5,favorite
user_75,property_5,1,view
user_84,property_40,2,contact
user_69,property_44,5,favorite
user_6,property_38,2,favorite
user_76,property_21,2,view
user_34,property_36,5,contact
user_94,property_9,2,contact
user_46,property_15,1,contact
user_42,property_31,4,favorite
user_71,property_30,5,contact
user_25,property_15,1,view
user_66,property_40,5,favorite
user_82,property_7,5,contact
user_19,property_12,3,view
user_13,property_35,5,contact
user_87,property_26,3,view
user_87,property_34,2,view
user_39,property_18,2,favorite
user_65,property_6,5,view
user_58,property_4,5,favorite
user_54,property_20,2,view
user_10,property_1,1,view
user_96,property_23,3,view
user_20,property_13,5,contact
user_4,property_37,2,favorite
user_63,property_16,1,view
user_18,property_45,4,contact
user_45,property_45,3,view
user_49,property_1,2,view
user_36,property_32,3,favorite
user_50,property_27,4,view
user_55,property_32,5,contact
user_29,property_27,3,favorite
user_41,property_21,2,favorite
user_59,property_11,4,favorite
user_97,property_9,5,favorite
user_96,property_47,2,contact
user_48,property_38,2,favorite
user_89,property_5,4,favorite
user_18,property_8,3,contact
user_17,property_6,2,view
user_60,property_41,3,contact
user_47,property_11,4,favorite
user_32,property_28,3,view
user_91,property_36,4,favorite
user_90,property_26,4,view
user_21,property_5,2,view
user_32,property_46,5,contact
user_72,property_37,2,contact
user_91,property_35,4,favorite
user_88,property_40,4,contact
user_79,property_4,5,view
user_35,property_17,4,favorite
user_53,property_32,2,contact
user_4,property_27,4,contact
user_9,property_48,1,view
user_57,property_30,4,contact
user_23,property_1,4,contact
user_12,property_33,4,view
user_85,property_18,5,view
user_71,property_12,4,view
user_94,property_19,1,favorite
user_79,property_46,5,view
user_81,property_38,4,favorite
user_51,property_43,5,contact
user_79,property_42,4,contact
user_91,property_49,4,favorite
user_37,property_41,4,view
user_10,property_46,3,view
user_11,property_12,4,favorite
user_10,property_45,3,favorite
user_23,property_32,4,view
user_89,property_15,4,view
user_4,property_46,1,favorite
user_42,property_17,3,favorite
user_26,property_33,4,view
user_14,property_23,1,view
user_15,property_34,3,contact
user_3,property_10,2,favorite
user_57,property_26,1,favorite
user_59,property_40,4,favorite
user_13,property_24,2,contact
user_71,property_50,4,view
user_49,property_35,3,view
user_84,property_4,3,contact
user_12,property_37,3,contact
user_23,property_25,5,view
user_95,property_43,1,contact
user_58,property_36,2,favorite
user_75,property_17,1,favorite
user_80,property_48,1,contact
user_73,property_39,3,view
user_11,property_9,4,view
user_47,property_13,3,view
user_65,property_48,5,view
user_21,property_27,1,view
user_96,property_47,1,view
user_99,property_20,1,favorite
user_9,property_27,2,view
user_55,property_34,4,favorite
user_78,property_44,3,contact
user_42,property_33,2,favorite
user_85,property_6,2,favorite
user_52,property_21,4,view
user_26,property_32,3,favorite
user_15,property_29,1,view
user_29,property_25,1,favorite
user_88,property_7,2,favorite
user_85,property_39,4,view
user_9,property_50,5,view
user_67,property_7,5,contact
user_66,property_7,2,contact
user_78,property_32,2,view
user_73,property_25,2,favorite
user_22,property_34,4,contact
user_14,property_35,2,contact
user_59,property_50,5,view
user_74,property_32,1,view
user_39,property_23,1,contact
user_6,property_36,4,view
user_89,property_11,4,favorite
user_25,property_27,5,favorite
user_20,property_41,3,contact
user_54,property_24,2,contact
user_19,property_47,4,contact
user_45,property_1,1,favorite
user_82,property_41,4,contact
user_71,property_23,3,view
user_43,property_22,5,favorite
user_59,property_22,1,favorite
user_74,property_4,4,contact
user_74,property_42,5,favorite
user_66,property_6,3,view
user_95,property_8,4,favorite
user_12,property_39,4,contact
user_26,property_15,2,favorite
user_41,property_35,2,view
user_34,property_11,4,view
user_43,property_26,4,contact
user_23,property_48,5,view
user_6,property_25,5,favorite
user_66,property_12,4,view
user_80,property_7,3,favorite
user_61,property_14,3,view
user_77,property_47,2,view
user_35,property_7,2,view
user_13,property_8,5,contact
user_2,property_49,3,view
user_53,property_8,1,contact
user_36,property_5,2,view
user_32,property_15,5,view
user_88,property_27,3,favorite
user_49,property_40,4,contact
user_58,property_35,1,contact
user_71,property_15,1,contact
user_10,property_8,3,favorite
user_100,property_2,1,contact
user_90,property_38,1,view
user_69,property_42,2,view
user_21,property_13,5,view
user_45,property_22,4,favorite
user_71,property_11,1,favorite
user_84,property_26,2,favorite
user_33,property_43,1,view
user_6,property_12,1,view
user_89,property_37,1,favorite
user_66,property_26,2,favorite
user_29,property_34,1,contact
user_99,property_32,2,view
user_73,property_22,5,view
user_18,property_21,5,view
user_66,property_3,5,view
user_97,property_31,2,favorite
user_62,property_3,3,contact
user_10,property_2,1,contact
user_7,property_36,4,contact
user_34,property_32,5,view
user_14,property_3,5,contact
user_70,property_48,3,favorite
user_73,property_21,2,contact
user_22,property_38,3,contact
user_37,property_20,2,favorite
user_83,property_1,1,contact
user_16,property_5,3,view
user_37,property_38,1,favorite
user_45,property_18,5,view
user_36,property_47,5,contact
user_4,property_50,3,view
user_63,property_8,4,contact
user_27,property_6,2,favorite
user_81,property_13,5,favorite
user_36,property_7,5,view
user_10,property_36,5,view
user_17,property_1,2,contact
user_37,property_19,5,view
user_9,property_25,4,contact
user_11,property_15,5,contact
user_31,property_38,3,favorite
user_10,property_47,1,view
user_58,property_50,1,contact
user_39,property_16,5,contact
user_29,property_21,3,view
user_35,property_39,1,view
user_63,property_34,3,favorite
user_77,property_41,3,favorite
user_42,property_19,1,favorite
user_86,property_26,1,favorite
user_19,property_13,1,contact
user_100,property_4,2,contact
user_23,property_6,5,favorite
user_81,property_7,4,contact
user_29,property_40,4,contact
user_31,property_31,3,view
user_21,property_33,5,contact
user_5,property_27,1,view
user_1,property_5,1,favorite
user_1,property_11,2,view
user_12,property_42,1,view
user_92,property_43,1,favorite
user_2,property_29,5,view
user_93,property_39,2,favorite
user_7,property_23,4,view
user_97,property_18,4,favorite
user_13,property_8,2,contact
user_8,property_9,5,view
user_59,property_5,5,favorite
user_48,property_10,2,favorite
user_31,property_27,4,contact
user_12,property_46,1,contact
user_14,property_43,2,contact
user_53,property_5,1,contact
user_100,property_5,1,view
user_7,property_27,4,contact
user_29,property_39,1,contact
user_7,property_45,1,contact
user_46,property_47,1,contact
user_70,property_13,1,view
user_57,property_27,3,favorite
user_60,property_22,3,view
user_18,property_50,2,view
user_22,property_5,2,favorite
user_71,property_24,3,view
user_13,property_16,4,favorite
user_4,property_42,3,contact
user_81,property_9,3,view
user_20,property_50,4,contact
user_56,property_18,4,view
user_5,property_18,1,favorite
user_53,property_38,2,view
user_87,property_17,2,view
user_54,property_25,4,view
user_80,property_4,3,view
user_29,property_7,4,view
user_78,property_14,4,favorite
user_84,property_50,5,view
user_28,property_3,2,contact
user_67,property_16,1,contact
user_45,property_30,4,contact
user_71,property_13,1,favorite
user_97,property_17,5,contact
user_66,property_20,1,contact
user_24,property_23,3,view
user_32,property_19,3,favorite
user_6,property_46,5,view
user_57,property_10,5,contact
user_89,property_38,2,view
user_71,property_8,5,view
user_72,property_4,2,favorite
user_28,property_22,1,favorite
user_69,property_37,5,contact
user_38,property_28,3,favorite
user_38,property_45,5,favorite
user_66,property_48,3,contact
user_3,property_35,4,favorite
user_54,property_19,5,contact
user_4,property_1,5,contact
user_9,property_2,1,favorite
user_6,property_31,4,favorite
user_81,property_24,2,contact
user_85,property_2,5,favorite
user_77,property_10,3,view
user_100,property_38,2,contact
user_47,property_4,5,contact
user_19,property_44,5,view
user_87,property_27,1,view
user_19,property_7,4,contact
user_85,property_10,5,view
user_63,property_14,5,contact
user_41,property_26,2,contact
user_76,property_14,2,contact
user_56,property_37,3,contact
user_62,property_15,5,contact
user_93,property_32,5,contact
user_22,property_45,2,view
user_6,property_46,1,view
user_46,property_30,4,contact
user_90,property_43,2,contact
user_53,property_12,2,contact
user_5,property_39,4,favorite
user_34,property_27,4,favorite
user_47,property_39,5,favorite
user_11,property_37,3,view
user_26,property_24,4,view
user_36,property_21,4,contact
user_40,property_9,3,contact
user_19,property_49,2,favorite
user_14,property_50,3,contact
user_21,property_33,1,favorite
user_27,property_15,4,view
user_43,property_35,1,view
user_44,property_4,4,view
user_57,property_19,3,view
user_48,property_8,3,favorite
user_32,property_39,5,favorite
user_20,property_11,4,favorite
user_70,property_36,5,view
user_89,property_4,4,favorite
user_58,property_3,4,contact
user_80,property_22,3,contact
user_4,property_6,5,view
user_63,property_6,4,contact
user_70,property_21,2,view
user_9,property_24,2,contact
user_32,property_49,2,contact
user_47,property_6,4,favorite
user_61,property_6,5,contact
user_71,property_42,3,contact
user_5,property_50,1,view
user_4,property_25,3,favorite
user_44,property_46,5,contact
user_95,property_33,3,favorite
user_13,property_42,1,view
user_60,property_25,4,favorite
user_29,property_44,1,contact
user_41,property_2,5,favorite
user_97,property_1,5,contact
user_59,property_15,2,favorite
user_73,property_44,5,favorite
user_14,property_19,3,view
user_84,property_15,3,favorite
user_55,property_27,4,view
user_39,property_17,2,favorite
user_24,property_41,5,view
user_36,property_19,5,favorite
user_71,property_45,4,contact
user_59,property_30,5,favorite
user_54,property_35,5,favorite
user_42,property_18,2,favorite
user_64,property_36,2,contact
user_87,property_32,1,contact
user_76,property_50,3,view
user_8,property_37,1,contact
user_59,property_3,2,contact
user_50,property_33,1,view
user_33,property_29,5,favorite
user_11,property_41,5,favorite
user_64,property_24,1,favorite
user_69,property_49,2,contact
user_55,property_50,2,view
user_49,property_39,4,favorite
user_8,property_27,1,favorite
user_20,property_31,5,view
user_100,property_10,5,contact
user_65,property_43,5,contact
user_93,property_42,3,contact
user_4,property_48,5,view
user_57,property_50,3,favorite
user_43,property_21,4,contact
user_11,property_9,1,view
user_37,property_42,5,view
user_84,property_11,1,favorite
user_80,property_27,5,view
user_95,property_31,1,contact
user_65,property_43,4,favorite
user_48,property_50,5,favorite
user_81,property_43,4,contact
user_93,property_2,1,favorite
user_21,property_33,2,contact
user_31,property_37,3,contact
user_76,property_42,5,contact
user_65,property_28,2,contact
user_28,property_33,2,favorite
user_82,property_41,3,favorite
user_83,property_48,2,view
user_42,property_16,1,view
user_90,property_41,5,view
user_77,property_38,1,contact
user_75,property_15,2,favorite
user_18,property_12,2,favorite
user_43,property_4,3,favorite
user_33,property_8,3,view
user_16,property_30,4,view
user_13,property_31,3,view
user_6,property_30,3,view
user_65,property_43,2,favorite
user_23,property_9,5,contact
user_64,property_26,4,favorite
user_22,property_38,5,contact
user_9,property_13,3,contact
user_88,property_49,2,favorite
user_36,property_38,3,view
user_47,property_47,2,favorite
user_46,property_40,4,contact
user_80,property_42,1,view
user_28,property_26,2,contact
user_76,property_15,1,favorite
user_72,property_10,4,favorite
user_32,property_37,3,favorite
user_9,property_9,3,favorite
user_91,property_6,3,contact
user_54,property_39,3,favorite
user_86,property_7,4,view
user_33,property_40,2,view
user_65,property_31,4,view
user_28,property_27,4,view
user_68,property_48,3,favorite
user_62,property_3,4,contact
user_75,property_41,2,view
user_29,property_1,1,favorite
user_56,property_43,1,favorite
user_40,property_2,1,contact
user_98,property_4,4,contact
user_59,property_13,4,favorite
user_63,property_49,2,contact
user_14,property_22,3,view
user_86,property_20,2,view
user_100,property_49,2,favorite
user_17,property_18,4,view
user_50,property_24,3,contact
user_41,property_34,4,favorite
user_56,property_21,3,favorite
user_61,property_10,4,view
user_100,property_37,4,favorite
user_95,property_33,4,favorite
user_55,property_33,4,view
user_97,property_14,4,view
user_15,property_3,3,view
user_33,property_32,2,contact
user_52,property_7,1,favorite
user_25,property_44,4,contact
user_33,property_23,2,favorite
user_11,property_6,5,favorite
user_42,property_5,5,favorite
user_83,property_30,3,favorite
user_91,property_20,1,favorite
user_30,property_33,2,favorite
user_19,property_10,1,favorite
user_65,property_40,5,view
user_16,property_45,4,favorite
user_87,property_13,2,view
user_38,property_49,2,contact
user_92,property_26,1,favorite
user_54,property_13,3,favorite
user_94,property_28,4,view
user_71,property_42,1,view
user_8,property_33,1,view
user_58,property_36,1,view
user_21,property_26,4,contact
user_28,property_41,2,view
user_79,property_10,2,contact
user_7,property_42,1,contact
user_80,property_42,3,view
user_100,property_39,3,view
user_50,property_38,1,contact
user_14,property_43,1,favorite
user_25,property_14,5,view
user_40,property_25,1,contact
user_7,property_43,4,favorite
user_42,property_9,3,view
user_16,property_36,3,favorite
user_33,property_17,5,favorite
user_6,property_41,3,favorite
user_76,property_10,4,contact
user_41,property_20,2,favorite
user_30,property_49,4,view
user_46,property_49,5,view
user_2,property_29,1,contact
user_80,property_20,4,contact
user_50,property_21,5,view
user_44,property_17,5,contact
user_86,property_11,4,view
user_47,property_17,3,view
user_32,property_27,3,contact
user_21,property_6,1,contact
user_73,property_23,1,view
user_93,property_21,1,favorite
user_96,property_33,3,contact
user_40,property_35,4,contact
user_82,property_11,2,contact
user_16,property_39,2,favorite
user_38,property_3,5,view
user_8,property_5,2,favorite
user_71,property_23,4,favorite
